0.001206722,3.005197961,0.001214351
0.002210277,0.001204963,0.002206926
0.0032085,0.002212981,0.003215666
0.004212537,0.00321013,0.004213166
0.005202759,0.004209111,0.0052125
0.006209685,0.005208537,0.006212703
0.007209111,0.006208222,0.007212814
0.008209185000000001,0.007208241,0.008212980999999999
0.009209296,0.008208406999999999,0.009212944000000001
0.010209352,0.009208259,0.010212518
0.011209018,0.010208333,0.011212759
0.012209092,0.011208259,0.012213037
0.013208944,0.0122085,0.013212648
0.014209296,0.013208148,0.014212648
0.015209055,0.014208148,0.015212203
0.016209333,0.01520813,0.016213018
0.017209055,0.016208185,0.017212777
0.018208926,0.017208222,0.018212481
0.019209129,0.018208444,0.019212851
0.020209166,0.019208204,0.020212851
0.021209092,0.020208185,0.021212407
0.022208796,0.021208241,0.022212426
0.023208833,0.022208167,0.023212296
0.024208889,0.023208111,0.024212889
0.02520887,0.024208204,0.025212463
0.026209,0.025208111,0.02621224
0.027209018,0.026208296,0.027212685
0.028208796,0.027208167,0.028212889
0.029208796,0.028208111,0.029212407
0.030208963,0.029208278,0.03021224
0.031208814,0.030208055,0.031212851
0.032208889,0.03120813,0.032212703
0.033209203,0.032208148,0.033212889
0.03420887,0.033208222,0.034212851
0.035209018,0.034208222,0.035212777
0.036209018,0.035208148,0.036212703
0.03720887,0.036208185,0.037212666
0.038208852,0.037208241,0.038212537
0.039208833,0.038208222,0.039212833
0.040208852,0.039208167,0.040212963
0.041208926,0.040208185,0.041212759
0.042208907,0.041208074,0.042212648
0.043208981,0.042208241,0.0432125
0.04420887,0.04320813,0.044212203
0.045208981,0.044208185,0.045212981
0.046208833,0.045208148,0.046212759
0.047208963,0.046208037,0.047212759
0.04820887,0.04720813,0.048212666
0.049209,0.048208241,0.049212574
0.050208814,0.049208185,0.050212851
0.051208703,0.05020813,0.051212666
0.052208944,0.051208185,0.0522125
0.053208963,0.052208185,0.053212851
0.054209148,0.053208018,0.054212796
0.055209,0.054208278,0.055212777
0.056209,0.055208222,0.056212703
0.057208907,0.056208185,0.057212796
0.058208926,0.057208167,0.058212722
0.059209055,0.058208093,0.059212574
0.060209166,0.059208185,0.06021274
0.061208889,0.060208222,0.061216722
0.062208852,0.061208241,0.06221387
0.063209055,0.062208092,0.063214333
0.064214018,0.063208426,0.064212592
0.06521511100000001,0.064208315,0.065212722
0.066209166,0.06520833299999999,0.066212611
0.067208463,0.06620814799999999,0.067213592
0.06820857399999999,0.067208463,0.06821635099999999
0.06920962899999999,0.06820820399999999,0.069212537
0.070209759,0.06920844399999999,0.070212388
0.071209777,0.070208481,0.07121324
0.072208481,0.071208296,0.072212426
0.07320779600000001,0.072208148,0.07321240699999999
0.074209555,0.07320824099999999,0.07421227699999999
0.0752085,0.07420829600000001,0.07521251800000001
0.076208277,0.075208185,0.07621296299999999
0.077208759,0.07620829599999999,0.07721237
0.078209129,0.077208204,0.078212963
0.079208851,0.078208259,0.079212833
0.080208981,0.079208315,0.080212796
0.08120875900000001,0.080208296,0.081212722
0.08220924,0.081208241,0.08221299999999999
0.08320894400000001,0.08220820399999999,0.08321286999999999
0.084208889,0.08320820399999999,0.084212907
0.085208759,0.084208148,0.085213018
0.086208963,0.085208333,0.086212777
0.08720905499999999,0.08620818500000001,0.08721285099999999
0.08820892599999999,0.087208167,0.08821285099999999
0.089208814,0.08820824100000001,0.089212685
0.090208963,0.089208222,0.090212814
0.091209074,0.09020813,0.091212944
0.092208685,0.091208055,0.092212796
0.09320859200000001,0.092208204,0.093212907
0.09420914800000001,0.093208204,0.094213111
0.09520933299999999,0.094208074,0.095212777
0.09620933299999999,0.09520827799999999,0.096212907
0.09720887,0.096208111,0.097212463
0.09820887,0.09720813,0.098212592
0.09920894399999999,0.098208241,0.09921268499999999
0.100208907,0.09920807399999999,0.100212814
0.101208851,0.100208148,0.10121287
0.102208963,0.101208278,0.102212777
0.103209129,0.102208167,0.103212518
0.104208963,0.103208278,0.104212851
0.105208703,0.104208241,0.105212796
0.106209259,0.105208333,0.106212833
0.107208759,0.106208111,0.107212926
0.108209111,0.107208296,0.108212648
0.109208944,0.108208185,0.109213092
0.110209,0.109208148,0.110213166
0.111208944,0.110208185,0.111213074
0.112209,0.11120813,0.112212796
0.113209055,0.112208259,0.113212351
0.114208907,0.113208148,0.114212851
0.115209,0.114208167,0.115212814
0.116208777,0.115208167,0.116216851
0.117208685,0.116208259,0.117213
0.118209111,0.117208315,0.118212851
0.11921,0.118208241,0.119212463
0.12020937,0.119208111,0.120213
0.121208814,0.120208204,0.121212648
0.122209203,0.121208167,0.122212037
0.123208926,0.122208204,0.1232125
0.124208907,0.123208148,0.12421274
0.125208796,0.124208222,0.125212814
0.126208777,0.125208352,0.126212777
0.127208759,0.126208148,0.127213851
0.128209185,0.127208204,0.128214074
0.129210592,0.128208129,0.129213629
0.130209833,0.129208333,0.130213833
0.131209851,0.130208167,0.131213796
0.132209944,0.131208204,0.132213851
0.133209907,0.132208222,0.133214129
0.134209926,0.133208148,0.13421374
0.135210092,0.134208278,0.135213796
0.136209851,0.135208241,0.136213611
0.137209926,0.136208129,0.137213833
0.138210166,0.137208148,0.138213537
0.139209944,0.138208129,0.139213796
0.140209851,0.139208296,0.140213907
0.141210055,0.140208167,0.141213425
0.142209796,0.141208148,0.142213888
0.143209777,0.142208241,0.143213277
0.144209907,0.143208259,0.144213907
0.14520974,0.144208241,0.145213518
0.14621024,0.145208129,0.146213944
0.147209851,0.146208259,0.147213555
0.148209814,0.147208241,0.14821337
0.149209888,0.148208204,0.149213796
0.150210037,0.149208222,0.150213685
0.151209926,0.150208167,0.151214185
0.152209629,0.151208148,0.152213981
0.15321,0.152208278,0.153213963
0.154210203,0.153208167,0.1542135
0.155209926,0.154208241,0.155213574
0.156209944,0.155208204,0.156213185
0.157210018,0.156208185,0.157213463
0.158209796,0.157208204,0.158213759
